ID,Type,Name,Date,Time,VIP Price,Gold Price,Silver Price,Bronze Price,General Admission Price,Venue ID,Venue name,Venue Type,Capacity,Concert Capacity,Cost,VIP Sold,Gold Sold,Silver Sold,Bronze Sold,General Admission Sold,
1,Sport,UTEP Football 1,9/4/2022,7:05 PM,26.25,22.5,18.75,16.25,12.5,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
2,Sport,UTEP Football 2,9/11/2022,7:05 PM,26.25,22.5,18.75,16.25,12.5,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
3,Sport,UTEP Football 3,9/18/2022,7:05 PM,26.25,22.5,18.75,16.25,12.5,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
4,Sport,UTEP Football 4,9/25/2022,7:05 PM,27.3,23.4,19.5,16.9,13.0,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
5,Sport,UTEP Football 5,10/2/2022,7:05 PM,27.3,23.4,19.5,16.9,13.0,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
6,Sport,UTEP Football 6,10/9/2022,7:05 PM,28.35,24.3,20.25,17.55,13.5,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
7,Sport,UTEP Football 7,10/16/2022,7:05 PM,28.35,24.3,20.25,17.55,13.5,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
8,Sport,UTEP Football 8,10/23/2022,7:05 PM,29.4,25.2,21.0,18.2,14.0,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
9,Sport,UTEP Football 9,10/30/2022,7:05 PM,29.4,25.2,21.0,18.2,14.0,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
10,Sport,UTEP Football 10,11/6/2022,7:05 PM,29.4,25.2,21.0,18.2,14.0,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
11,Sport,UTEP Football 11,11/13/2022,7:05 PM,29.4,25.2,21.0,18.2,14.0,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
12,Sport,UTEP Football 12,11/20/2022,7:05 PM,29.4,25.2,21.0,18.2,14.0,Venue ID 2,Sun Bowl Stadium,Stadium,57999,64000,681500.0,1,0,0,0,0
